,Unnamed: 0,smile,label,x,y
78,78,Nc1c(OC(F)(F)F)c(c(c(c1O)O)N)C(F)(F)F,False,0.8379019074276701,0.6734510041647364
79,79,COc1cc(N)c(c(c1N)F)F,False,0.8440090649440503,0.4708671859265637
80,80,O=C1CC=C(C(=O)O1)Cl,False,0.45682705452722533,0.3888729223545792
81,81,O=N(=O)C1=C(CO1)C(F)(F)F,False,0.4971076569633549,0.35105081759470746
82,82,O=N(=O)C1=C(C)C(=O)C(=C(C1=O)F)N(=O)=O,False,0.2857094612758034,0.5354126110808838
83,83,COC1=C(F)C(=O)C(=C(C1=O)C(F)(F)F)C,False,0.4950081517013641,0.7131205289932454
84,84,N#Cc1c(F)c(N)c(c(c1N)C(F)(F)F)C,False,0.9291005171334042,0.5954521243716002
85,85,COC1=C(F)C(=O)C(=C(C1=O)C(F)(F)F)C(F)(F)F,False,0.4948412503897873,0.7127675358212765
86,86,N#Cc1c(N)cc(c(c1S)N)OC(F)(F)F,False,0.9143131046803038,0.4888013403561855
87,87,S=C1C(=C(N(=O)=O)C(=S)C(=C1Cl)O)S,False,0.49042312465447496,0.5286973390894747
88,88,COc1c(N)c(OC(F)(F)F)c(c(c1S)N)Cl,False,0.8367115773440172,0.7000165998743985
89,89,COC1=C(F)C(=O)C(=C(C1=O)C(F)(F)F)N(=O)=O,False,0.35827570481534365,0.48992021536568703
90,90,N#CC1=CC(=O)C(=C(C1=O)F)N(=O)=O,False,0.350129795404717,0.5479342851997817
91,91,O=C1C(=C(N(=O)=O)C(=O)C(=C1S)Cl)S,False,0.28094378051326235,0.5350396228409164
92,92,Nc1c(Cl)c(Cl)c(c(c1Cl)Cl)N,False,0.7693055165716653,0.466772734262924
93,93,S=C1C=C(N(=O)=O)C(=S)C(=C1S)C(F)(F)F,False,0.2260761080066133,0.697465305106623
94,94,COC1=C(OC(F)(F)F)C(=S)C(=C(C1=S)C)Cl,False,0.4946771485026045,0.8492220745412684
95,95,S=C1C=CC(=S)C(=C1S)O,False,0.3995591740845233,0.954043984388044
96,96,COc1c(N)c(OC(F)(F)F)c(c(c1S)N)F,False,0.8296693379231533,0.6988161712105041
97,97,COC1=C(OC(F)(F)F)C(=O)C(=C(C1=O)Cl)O,False,0.5509877296223225,0.701111791338302
98,98,O=C1C=C(Cl)C(=O)C(=C1OC(F)(F)F)OC(F)(F)F,False,0.49572089256773216,0.6045051458748035
99,99,O=C1C=C(O)C(=O)C(=C1O)C(F)(F)F,False,0.4287247194364962,0.6081097097464863
100,100,O=C1C=CC(=O)C(=C1F)C,False,0.44711031919741423,0.6415418084795443
101,101,COC1=C(OC(F)(F)F)C(=S)C(=C(C1=S)Cl)O,False,0.4996306465409681,0.8423380089818743
102,102,FC(c1ncc(o1)C(F)(F)F)(F)F,False,0.5863130987477488,0.2770218610788221
103,103,O=C1C(=C(C(=O)C(=C1F)C(F)(F)F)C(F)(F)F)O,False,0.6398071771308902,0.5466938663998909
104,104,OC1=C(F)C(=S)C(=C(C1=S)F)S,False,0.7031992415228424,0.8611669452922174
105,105,Nc1c(Cl)c(OC(F)(F)F)c(c(c1OC(F)(F)F)S)N,False,0.8318688326919376,0.6928092663390327
106,106,Nc1cc(Cl)c(cc1S)N,False,0.8401633973962758,0.46048066073227767
107,107,O=N(=O)C1=C(S)C(=S)C(=C(C1=S)OC(F)(F)F)S,False,0.10687644675550416,0.6515874755586603
108,108,N#CC1=C(OC(F)(F)F)C(=S)C(=C(C1=S)C)N(=O)=O,False,0.10805590543210691,0.6852768706196956
109,109,N#CC1=C(C(=O)C(=C(C1=O)OC(F)(F)F)C(F)(F)F)C(F)(F)F,False,0.3944881539853977,0.7190616692407226
110,110,OC1=C(OC(F)(F)F)C(=O)C(=C(C1=O)OC(F)(F)F)F,False,0.5375672000898782,0.6917576189231254
111,111,COc1c(N)c(OC(F)(F)F)c(c(c1O)N)N(=O)=O,False,0.9528909525940651,0.2969831151570655
112,112,COc1c(OC(F)(F)F)c(N)c(c(c1N)OC)C(F)(F)F,False,0.8364306337859748,0.6612190946378127
113,113,FC(c1cccs1)(F)F,False,0.5866590927714411,0.30576628087629254
114,114,COc1c(N)cc(c(c1Cl)N)C,False,0.839752271334302,0.4784417110298971
115,115,Nc1c(Cl)c(F)c(c(c1F)Cl)N,False,0.7623687653945166,0.4601599391515059
116,116,COC1=C(OC(F)(F)F)C(=S)C(=C(C1=S)Cl)S,False,0.4977090993899479,0.8496376062132318
117,117,N#CC1=CC(=O)C(=C(C1=O)S)OC(F)(F)F,False,0.3827172941023358,0.6585061486300514
118,118,COC1=C(Cl)C(=S)C(=C(C1=S)Cl)OC(F)(F)F,False,0.49294232481257755,0.8476300254774086
119,119,S=C1C=C(O)C(=S)C(=C1F)C(F)(F)F,False,0.44632641362589226,0.9341765121817924
120,120,COc1c(N)c(O)c(c(c1C(F)(F)F)N)N(=O)=O,False,0.917109284708135,0.28795746912745973
121,121,Oc1ccc(s1)Cl,False,0.5907272570869003,0.30994101299672516
122,122,O=C1C=C(N(=O)=O)C(=O)C(=C1F)O,False,0.3462965224474904,0.5673016219260774
123,123,O=N(=O)c1c(N)c(c(c(c1C(F)(F)F)N)F)C(F)(F)F,False,0.8906146979791861,0.2807589513640932
124,124,Cc1c(N)c(N(=O)=O)c(c(c1Cl)N)S,False,0.8487992879450853,0.31373069772919165
125,125,Nc1cc(S)c(c(c1C(F)(F)F)N(=O)=O)N,False,0.8802565310941893,0.3522621184690009
126,126,N#CC1=C(F)C(=S)C(=C(C1=S)OC(F)(F)F)C,False,0.25316703887269587,0.916443560927353
127,127,Nc1cc(c(cc1F)N)C(F)(F)F,False,0.847162755567981,0.45099758827391223
128,128,N=C1NC(=N)CC=C1N(=O)=O,False,0.47218543832126486,0.36588916618220174
129,129,N#CC1=C(Cl)C(=O)C(=C(C1=O)N(=O)=O)F,False,0.29196196638985117,0.4822817301975592
130,130,N#Cc1c(OC(F)(F)F)c(N)c(c(c1N)F)OC(F)(F)F,False,0.9933753753731484,0.5499866866316011
131,131,COc1c(N)c(Cl)c(c(c1C(F)(F)F)N)O,False,0.8221702546882942,0.6377247344718802
132,132,N#CC1=C(Cl)C(=O)C(=C(C1=O)Cl)N(=O)=O,False,0.29034263842226665,0.48369469315023483
133,133,Nc1c(C)c(N(=O)=O)c(c(c1F)S)N,False,0.8602105018830299,0.3038400502212621
134,134,Sc1c(Cl)c(N)c(c(c1N)C(F)(F)F)Cl,False,0.7720769096431086,0.4063839369802382
135,135,O=N(=O)C1=C(N(=O)=O)C(=S)C(=C(C1=S)S)S,False,0.4840749163046263,0.5278549239295488
136,136,Oc1c(C)c(N)c(c(c1N)C(F)(F)F)F,False,0.7729706490548883,0.4009125479903197
137,137,O=C1C(=C(N(=O)=O)C(=O)C(=C1Cl)Cl)Cl,False,0.28219253143234496,0.533704249033034
138,138,N#CC1=C(O)C(=O)C(=C(C1=O)OC(F)(F)F)F,False,0.39356007805759247,0.720078847160633
139,139,O=N(=O)C1=C(O)C(=O)C=C(C1=O)OC(F)(F)F,False,0.3814127044923901,0.5336743685690366
140,140,S=C1C=C(N(=O)=O)C(=S)C(=C1Cl)S,False,0.245577131928529,0.7028750665021469
141,141,N#Cc1cc(N)cc(c1N)F,False,0.8586548376463626,0.46185605227935667
142,142,COC1=C(C#N)C(=O)C(=C(C1=O)C(F)(F)F)C#N,False,0.4202309284114879,0.7163832617369582
143,143,Nc1c(OC(F)(F)F)c(Cl)c(c(c1Cl)C)N,False,0.8480584045209035,0.6897514873553019
144,144,O=N(=O)c1c(N)c(OC(F)(F)F)c(c(c1C)N)F,False,0.9572861230493481,0.29868201275771594
145,145,COc1c(C)c(N)c(c(c1N)C#N)N(=O)=O,False,0.8635656583671457,0.23636768180079964
146,146,N#CC1=C(Cl)C(=S)C(=C(C1=S)C(F)(F)F)C,False,0.2933484934832737,0.8692596514675052
147,147,FC(c1[nH]cnc1)(F)F,False,0.551314153630186,0.27632937269968305
148,148,N#Cc1c(N)c(C)c(c(c1N(=O)=O)N)O,False,0.8494756919120365,0.2500292335139974
149,149,N#Cc1c(Cl)c(N)c(c(c1N)S)OC(F)(F)F,False,0.9942860596451664,0.5482232907037563
150,150,N#CC1=C(OC(F)(F)F)C(=O)C(=C(C1=O)OC)F,False,0.3852765701526483,0.7252113171601813
151,151,N#CC1=C(S)C(=S)C(=CC1=S)OC(F)(F)F,False,0.44983764450869723,0.9898422639288939
152,152,Nc1cc(N(=O)=O)c(c(c1OC(F)(F)F)O)N,False,0.9037799645010739,0.3651370272878679
153,153,O=C1C=C(C)C(=O)C(=C1OC(F)(F)F)C(F)(F)F,False,0.49166461190152105,0.6049324434107659
154,154,S=C1C(=C(C(=S)C(=C1Cl)C(F)(F)F)C(F)(F)F)C,False,0.6105026876328105,0.8886537978017984
155,155,N#CC1=C(C)C(=S)C(=C(C1=S)N(=O)=O)F,False,0.17079143620853374,0.7286856629358756
156,156,N#CC1=C(O)C(=S)C(=C(C1=S)S)C#N,False,0.35018894371970455,0.8534278016048984
157,157,O=N(=O)c1c(N)c(cc(c1N(=O)=O)N)OC(F)(F)F,False,0.9026650149444767,0.35603223598306916
158,158,N#Cc1c(OC(F)(F)F)c(N)c(c(c1N)C(F)(F)F)O,False,0.9863962435061696,0.55727382791896
159,159,COc1c(OC)c(N)c(c(c1N)F)F,False,0.8025222257611561,0.5509930302955126
160,160,Clc1c(Cl)c(N)c(c(c1N)C(F)(F)F)F,False,0.7658450201577096,0.41104484081182807
161,161,N#Cc1c(C#N)c(N)c(c(c1N)Cl)Cl,False,0.9577623959809906,0.6471156191430538
162,162,S=C1C=C(OC(F)(F)F)C(=S)C(=C1OC(F)(F)F)C(F)(F)F,False,0.46260869275038063,0.9659157066589995
163,163,N#Cc1c(F)c(N)c(c(c1N)S)OC(F)(F)F,False,0.9927002135349018,0.5511962243514947
164,164,FC(OC1=CC(=O)C1)(F)F,False,0.5505016790984593,0.3154828971090375
